PHP Warning:  Module "gmp" is already loaded in Unknown on line 0
  PHP Warning:  Module "gmp" is already loaded in Unknown on line 0

   INFO  Server running on [http://0.0.0.0:8888].  

  Press Ctrl+C to stop the server
  2025-02-19 12:22:29 /api/user-info ............................. ~ 500.47ms
  2025-02-19 12:22:31 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:22:31 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:22:32 /api/user .................................... ~ 0.11ms
  2025-02-19 12:22:33 /api/regulator ............................... ~ 0.10ms
  2025-02-19 12:22:33 /api/user .................................... ~ 0.02ms
  2025-02-19 12:22:33 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:22:33 /api/frameworks .............................. ~ 0.02ms
  2025-02-19 12:22:34 /api/frameworks .............................. ~ 0.12ms
  2025-02-19 12:22:34 /api/domain .................................. ~ 0.15ms
  2025-02-19 12:22:34 /api/domain ................................ ~ 502.64ms
  2025-02-19 12:22:39 /api/user-info ............................... ~ 0.15ms
  2025-02-19 12:22:39 /api/user-info ............................... ~ 0.02ms
  2025-02-19 12:22:41 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:22:41 /api/user-info ............................... ~ 0.35ms
  2025-02-19 12:22:42 /api/regulator ............................. ~ 500.51ms
  2025-02-19 12:22:42 /api/user .................................... ~ 0.33ms
  2025-02-19 12:22:42 /api/regulator ............................... ~ 0.51ms
  2025-02-19 12:22:43 /api/user .................................... ~ 0.18ms
  2025-02-19 12:22:44 /api/frameworks .............................. ~ 0.16ms
  2025-02-19 12:22:44 /api/frameworks .................................. ~ 1s
  2025-02-19 12:22:46 /api/domain .................................. ~ 0.10ms
  2025-02-19 12:22:46 /api/domain ...................................... ~ 1s
  2025-02-19 12:22:50 /api/regulator ............................... ~ 0.12ms
  2025-02-19 12:22:50 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:23:38 /api/user .................................... ~ 0.10ms
  2025-02-19 12:23:38 /api/regulator ............................... ~ 0.39ms
  2025-02-19 12:23:38 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:23:38 /api/user .................................... ~ 0.45ms
  2025-02-19 12:23:39 /api/frameworks .............................. ~ 0.13ms
  2025-02-19 12:23:39 /api/frameworks .............................. ~ 0.14ms
  2025-02-19 12:23:40 /api/domain .................................. ~ 0.14ms
  2025-02-19 12:23:41 /api/domain .................................. ~ 0.13ms
  2025-02-19 12:23:41 /api/user .................................... ~ 0.11ms
  2025-02-19 12:23:41 /api/regulator ............................... ~ 0.36ms
  2025-02-19 12:23:42 /api/regulator ............................... ~ 0.15ms
  2025-02-19 12:23:43 /api/regulator ............................... ~ 1.45ms
  2025-02-19 12:23:43 /api/user-info ............................... ~ 0.13ms
  2025-02-19 12:23:44 /api/user-info ............................... ~ 0.11ms
  2025-02-19 12:23:44 /api/user-info ............................... ~ 0.10ms
  2025-02-19 12:23:45 /api/user-info ............................... ~ 0.14ms
  2025-02-19 12:23:46 /api/user .................................... ~ 0.16ms
  2025-02-19 12:23:46 /api/regulator ............................... ~ 0.55ms
  2025-02-19 12:23:47 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:23:47 /api/user .................................... ~ 0.14ms
  2025-02-19 12:23:48 /api/frameworks .............................. ~ 1.68ms
  2025-02-19 12:23:48 /api/frameworks ............................ ~ 500.59ms
  2025-02-19 12:23:49 /api/domain .................................. ~ 0.11ms
  2025-02-19 12:23:49 /api/domain ................................ ~ 501.02ms
  2025-02-19 12:23:51 /api/regulator ............................... ~ 0.10ms
  2025-02-19 12:23:51 /api/regulator ............................. ~ 500.56ms
  2025-02-19 12:25:10 /api/user .................................... ~ 0.12ms
  2025-02-19 12:25:10 /api/regulator ............................... ~ 0.34ms
  2025-02-19 12:25:10 /api/user .................................. ~ 501.07ms
  2025-02-19 12:25:11 /api/regulator ............................. ~ 500.53ms
  2025-02-19 12:25:11 /api/frameworks .............................. ~ 0.13ms
  2025-02-19 12:25:12 /api/frameworks .............................. ~ 0.12ms
  2025-02-19 12:25:12 /api/domain .................................. ~ 0.02ms
  2025-02-19 12:25:12 /api/domain .................................. ~ 0.13ms
  2025-02-19 12:25:14 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:25:14 /api/regulator ............................... ~ 0.44ms
  2025-02-19 12:25:46 /api/user-info ............................... ~ 0.10ms
  2025-02-19 12:25:46 /api/user-info ............................. ~ 500.72ms
  2025-02-19 12:25:47 /api/user-info ............................... ~ 0.16ms
  2025-02-19 12:25:47 /api/user-info ............................. ~ 501.97ms
  2025-02-19 12:25:49 /api/user .................................... ~ 0.13ms
  2025-02-19 12:25:49 /api/regulator ............................... ~ 0.44ms
  2025-02-19 12:25:49 /api/regulator ................................... ~ 1s
  2025-02-19 12:25:51 /api/user .................................... ~ 0.11ms
  2025-02-19 12:25:52 /api/frameworks .............................. ~ 0.03ms
  2025-02-19 12:25:52 /api/frameworks .............................. ~ 0.22ms
  2025-02-19 12:25:56 /api/domain .................................. ~ 0.12ms
  2025-02-19 12:25:57 /api/domain ...................................... ~ 1s
  2025-02-19 12:26:06 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:26:06 /api/regulator ............................... ~ 0.02ms
  2025-02-19 12:26:10 /api/user-info ............................... ~ 0.15ms
  2025-02-19 12:26:11 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:26:12 /api/user-info ............................... ~ 0.15ms
  2025-02-19 12:26:13 /api/user-info ............................. ~ 500.55ms
  2025-02-19 12:26:14 /api/user .................................... ~ 0.14ms
  2025-02-19 12:26:14 /api/regulator ............................... ~ 0.45ms
  2025-02-19 12:26:15 /api/user .................................... ~ 0.13ms
  2025-02-19 12:26:15 /api/regulator ............................... ~ 0.48ms
  2025-02-19 12:26:15 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:26:16 /api/frameworks .............................. ~ 0.08ms
  2025-02-19 12:26:16 /api/domain ................................ ~ 500.44ms
  2025-02-19 12:26:18 /api/domain .................................. ~ 0.13ms
  2025-02-19 12:26:18 /api/regulator ............................. ~ 500.88ms
  2025-02-19 12:26:19 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:26:20 /api/user ........................................ ~ 4s
  2025-02-19 12:26:24 /api/regulator ............................... ~ 0.02ms
  2025-02-19 12:26:24 /api/user .................................... ~ 0.02ms
  2025-02-19 12:26:25 /api/frameworks .............................. ~ 0.12ms
  2025-02-19 12:26:25 /api/regulator ............................... ~ 0.41ms
  2025-02-19 12:26:25 /api/user-info ............................... ~ 0.10ms
  2025-02-19 12:26:26 /api/user-info ............................... ~ 0.16ms
  2025-02-19 12:26:26 /api/user-info ............................... ~ 0.38ms
  2025-02-19 12:26:26 /api/user-info ............................... ~ 0.17ms
  2025-02-19 12:26:27 /api/user .................................... ~ 0.14ms
  2025-02-19 12:26:27 /api/regulator ............................... ~ 0.03ms
  2025-02-19 12:26:27 /api/regulator ............................. ~ 500.66ms
  2025-02-19 12:26:28 /api/user .................................... ~ 0.14ms
  2025-02-19 12:26:29 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:26:29 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:26:31 /api/domain .................................. ~ 0.13ms
  2025-02-19 12:26:31 /api/domain ................................ ~ 501.08ms
  2025-02-19 12:26:32 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:26:33 /api/regulator ............................... ~ 0.12ms
  2025-02-19 12:26:33 ............................................... ~ 1m 4s
  2025-02-19 12:27:38 /api/user-info ............................... ~ 0.09ms
  2025-02-19 12:27:39 /api/user-info ............................... ~ 0.14ms
  2025-02-19 12:27:39 /api/user-info ............................. ~ 500.93ms
  2025-02-19 12:27:41 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:27:41 /api/user ........................................ ~ 1s
  2025-02-19 12:27:42 /api/regulator ............................... ~ 0.61ms
  2025-02-19 12:27:43 /api/user .................................... ~ 0.14ms
  2025-02-19 12:27:44 /api/regulator ............................... ~ 0.11ms
  2025-02-19 12:27:44 /api/frameworks .............................. ~ 0.02ms
  2025-02-19 12:27:44 /api/frameworks .............................. ~ 0.16ms
  2025-02-19 12:27:44 /api/domain ................................ ~ 500.50ms
  2025-02-19 12:27:45 /api/domain .................................. ~ 0.12ms
  2025-02-19 12:27:45 /api/regulator ................................... ~ 1s
  2025-02-19 12:27:49 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:27:49 /api/regulator ................................... ~ 9s
  2025-02-19 12:27:59 /api/regulator ............................. ~ 500.51ms
  2025-02-19 12:27:59 /api/regulator ............................. ~ 500.73ms
  2025-02-19 12:28:01 /api/regulator ............................... ~ 0.13ms
  2025-02-19 12:28:01 /api/user-info ................................... ~ 5s
  2025-02-19 12:28:07 /api/user-info ............................... ~ 0.09ms
  2025-02-19 12:28:08 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:28:08 /api/user-info ............................... ~ 0.02ms
  2025-02-19 12:28:09 /api/user .................................... ~ 0.10ms
  2025-02-19 12:28:09 /api/regulator ............................... ~ 0.38ms
  2025-02-19 12:28:09 /api/regulator ............................. ~ 501.01ms
  2025-02-19 12:28:09 /api/user .................................... ~ 0.02ms
  2025-02-19 12:28:10 /api/frameworks .............................. ~ 0.11ms
  2025-02-19 12:28:10 /api/frameworks .............................. ~ 0.02ms
  2025-02-19 12:28:11 /api/domain .................................. ~ 0.09ms
  2025-02-19 12:28:11 /api/domain ................................ ~ 500.80ms
  2025-02-19 12:28:12 /api/regulator ............................... ~ 0.15ms
  2025-02-19 12:28:12 /api/regulator ............................. ~ 500.90ms
  2025-02-19 12:28:21 /api/user-info ............................... ~ 0.16ms
  2025-02-19 12:28:21 /api/user-info ............................. ~ 501.02ms
  2025-02-19 12:28:22 /api/user-info ............................... ~ 0.12ms
  2025-02-19 12:28:22 /api/user-info ............................. ~ 500.99ms
  2025-02-19 12:28:23 /api/user .................................... ~ 0.11ms
  2025-02-19 12:28:23 /api/regulator ............................... ~ 0.42ms
  2025-02-19 12:28:24 /api/user .................................... ~ 0.16ms
  2025-02-19 12:28:24 /api/regulator ............................... ~ 0.51ms
  2025-02-19 12:28:24 /api/frameworks .............................. ~ 0.13ms
  2025-02-19 12:28:25 /api/frameworks .............................. ~ 0.14ms
  2025-02-19 12:28:25 /api/domain .................................. ~ 0.02ms
  2025-02-19 12:28:26 /api/domain ................................ ~ 500.43ms
  2025-02-19 12:28:27 /api/regulator ............................... ~ 0.14ms
  2025-02-19 12:28:27 /api/regulator ............................... ~ 0.12ms
